Image Name,Average Temperature,Min Temperature,Max Temperature,Standard Deviation,25th Percentile,Median (50th Percentile),75th Percentile,IQR,Skewness,Kurtosis,Mode,class
98.17_Thermal_Image.jpg,24.99056657,19.0443787,34,3.44040502,22.50591716,25.34615385,27.74260355,5.236686391,-0.195533306,-0.918737507,19.0443787,Sick
98.18_Thermal_Image.jpg,26.98220581,21.03550296,33,2.174021495,25.93491124,27.35502959,28.59763314,2.662721893,-0.97785643,0.874197733,27.31952663,Sick
98.19_Thermal_Image.jpg,25.10582682,19.0443787,34,3.127375311,23.08284024,24.36982249,27.83136095,4.74852071,0.023830856,-0.855259774,23.08284024,Sick
98.1_Thermal_Image.jpg,26.2044659,21.03254438,32,1.986725928,24.93786982,26.43491124,27.60650888,2.668639053,-0.633683074,0.441437397,24.80769231,Sick
98.20_Thermal_Image.jpg,24.99171365,19.04142012,33,2.431150383,23.34911243,23.84615385,26.74556213,3.396449704,0.640740972,-0.269728763,23.47337278,Sick
98.21_Thermal_Image.jpg,24.57613806,19.04142012,33,2.886262041,22.93491124,23.47337278,26.82840237,3.893491124,0.341031381,-0.548624156,23.0591716,Sick
98.22_Thermal_Image.jpg,24.03883535,18.0443787,33,2.437671661,22.48224852,22.9704142,24.87869822,2.396449704,1.048012943,0.674756618,22.48224852,Sick
98.23_Thermal_Image.jpg,26.69543334,20.03846154,33,2.599127855,25.11538462,27.11538462,28.5,3.384615385,-0.770114442,0.413929769,28.26923077,Sick
98.24_Thermal_Image.jpg,24.35863994,20.03550296,31.64497041,2.248579264,23.47928994,23.83431953,25.21893491,1.73964497,0.360922897,0.207916029,23.58579882,Sick
98.25_Thermal_Image.jpg,23.1792357,19.03846154,32,2.468571207,22.65384615,22.84615385,24.34615385,1.692307692,0.292799338,0.037629224,22.84615385,Sick
98.26_Thermal_Image.jpg,25.07031583,20.03846154,33,2.294753567,23.92307692,24.15384615,26.61538462,2.692307692,0.481884853,0.230519139,23.92307692,Sick
98.27_Thermal_Image.jpg,24.98781602,19.04142012,33,2.376314298,23.34911243,23.63905325,26.53846154,3.189349112,1.073375254,-0.118914223,23.47337278,Sick
98.28_Thermal_Image.jpg,24.88643311,19.04142012,33,3.424688655,23.0591716,24.50887574,28.07100592,5.01183432,-0.144776663,-0.964813962,19.08284024,Sick
98.29_Thermal_Image.jpg,24.8214445,19.0443787,34,3.152147178,23.34911243,24.0591716,27.29881657,3.949704142,0.129278673,-0.521433708,23.48224852,Sick
98.2_Thermal_Image.jpg,24.55483295,19.04142012,33,2.813619181,23.0591716,24.01183432,26.82840237,3.769230769,-0.086516575,-0.509131419,23.0591716,Sick
98.30_Thermal_Image.jpg,24.81959125,19.04142012,33,2.484960045,23.18343195,23.47337278,26.37278107,3.189349112,0.936504074,-0.046207387,23.18343195,Sick
98.31_Thermal_Image.jpg,26.32824864,20.04142012,34,3.124958355,24.0591716,26.95857988,28.65680473,4.597633136,-0.360806072,-0.668997032,23.81065089,Sick
98.32_Thermal_Image.jpg,24.83493462,18.0443787,33,2.403174247,23.19230769,23.76923077,26.56508876,3.372781065,0.929049806,0.009276295,22.79289941,Sick
98.33_Thermal_Image.jpg,24.78458564,18.0443787,33,2.445618408,22.9704142,23.81360947,26.65384615,3.683431953,0.891439722,-0.033272551,22.79289941,Sick
98.34_Thermal_Image.jpg,25.4415058,19.0443787,34,3.178524209,23.48224852,24.76923077,28.09763314,4.615384615,0.000193785,-0.468588415,23.48224852,Sick
98.35_Thermal_Image.jpg,25.0147032,18.0443787,33,2.44680911,23.19230769,23.90236686,27.23076923,4.038461538,0.742357873,-0.282110326,22.79289941,Sick
98.36_Thermal_Image.jpg,25.20606032,18.04733728,34,2.678161544,23.30177515,23.96449704,27.42011834,4.118343195,0.681009676,-0.147682833,23.53846154,Sick
98.37_Thermal_Image.jpg,26.43952855,20.0443787,34.73372781,3.235283451,24.34911243,26.43491124,29.23076923,4.881656805,-0.271986374,-0.758878572,24.48224852,Sick
98.38_Thermal_Image.jpg,26.81981101,20.0443787,35,3.190810338,24.61538462,27.18934911,29.31952663,4.704142012,-0.491283697,-0.528544641,20.0887574,Sick
98.39_Thermal_Image.jpg,27.46424733,21.03846154,33.61538462,2.351903983,25.84615385,27.84615385,29.03846154,3.192307692,-0.629174327,0.321039591,28.76923077,Sick
98.3_Thermal_Image.jpg,24.35771621,19.03846154,32,2.059220065,22.96153846,23.46153846,25.69230769,2.730769231,0.995080175,0.270651372,22.88461538,Sick
98.40_Thermal_Image.jpg,25.48214617,20.04142012,34,2.927501835,23.93491124,24.9704142,27.9112426,3.976331361,0.087690063,-0.607894071,24.0591716,Sick
98.41_Thermal_Image.jpg,24.59762506,19.04142012,33,3.181564208,22.93491124,23.92899408,27.36686391,4.431952663,-0.014100997,-0.871109839,23.18343195,Sick
98.42_Thermal_Image.jpg,24.23640604,18.0443787,33,2.564510084,22.48224852,22.9260355,26.03254438,3.550295858,0.915859647,-0.052274678,22.48224852,Sick
98.43_Thermal_Image.jpg,24.78415922,19.04142012,32.91715976,2.455051995,23.18343195,23.47337278,26.57988166,3.396449704,0.694429974,-0.177976297,23.18343195,Sick
98.44_Thermal_Image.jpg,25.21002715,20.03846154,33,2.976430502,23.53846154,25,27.96153846,4.423076923,-0.204806017,-0.990567834,20.03846154,Sick
98.45_Thermal_Image.jpg,24.92439181,20.03846154,33,3.081054357,22.34615385,25.11538462,27.53846154,5.192307692,-0.141254985,-1.05921364,20.03846154,Sick
98.46_Thermal_Image.jpg,26.90014302,21.03846154,33.92307692,2.253715515,25.65384615,27.11538462,28.42307692,2.769230769,-0.683788168,0.607546965,26.11538462,Sick
98.47_Thermal_Image.jpg,26.96487323,22.0295858,32,1.804449893,25.72781065,27.29585799,28.18343195,2.455621302,-0.590683275,0.422589155,28.36094675,Sick
98.48_Thermal_Image.jpg,26.95854943,22.0295858,32,1.880420801,25.63905325,27.26627219,28.18343195,2.544378698,-0.426159272,0.280521196,27.82840237,Sick
98.49_Thermal_Image.jpg,27.34846649,22.03254438,33,1.982461203,26.00295858,27.79289941,28.54142012,2.538461538,-0.591366479,0.555382269,28.28106509,Sick
98.4_Thermal_Image.jpg,24.20534798,18.0443787,33,2.296651404,22.61538462,23.19230769,25.5,2.884615385,1.157569069,0.428083693,22.61538462,Sick
98.50_Thermal_Image.jpg,26.9575505,22.0295858,32,1.749610176,25.78698225,27.26627219,28.06508876,2.278106509,-0.598544477,0.58256098,27.26627219,Sick
98.51_Thermal_Image.jpg,27.16101126,22.03550296,34,1.672166691,26.47337278,27.21893491,28.10650888,1.633136095,-0.579818827,2.579778008,26.72189349,Sick
98.52_Thermal_Image.jpg,24.64209188,19.04142012,33,2.867903705,23.18343195,23.84615385,26.74556213,3.562130178,0.148444391,-0.395996234,23.18343195,Sick
98.53_Thermal_Image.jpg,26.90873802,21.03846154,34,2.172856997,25.61538462,27.07692308,28.38461538,2.769230769,-0.616339203,0.702433236,27.80769231,Sick
98.54_Thermal_Image.jpg,26.97713009,21.03846154,34,2.267494953,25.61538462,27.11538462,28.57692308,2.961538462,-0.59085069,0.434076093,25.38461538,Sick
98.55_Thermal_Image.jpg,27.03603967,21.03846154,34,1.859318711,25.84615385,27.26923077,28.26923077,2.423076923,-0.68656753,1.424573125,27.84615385,Sick
98.56_Thermal_Image.jpg,27.52968205,22.03254438,33,1.7171279,26.39349112,27.69526627,28.73668639,2.343195266,-0.550032894,0.877802886,28.08579882,Sick
98.57_Thermal_Image.jpg,27.55067413,22.03254438,32.67455621,1.695051422,26.39349112,27.79289941,28.73668639,2.343195266,-0.653784212,0.815427814,27.79289941,Sick
98.58_Thermal_Image.jpg,27.71385328,22.03550296,34,1.675777862,26.72189349,27.85798817,28.78106509,2.059171598,-0.69779971,1.57037143,26.72189349,Sick
98.59_Thermal_Image.jpg,27.14953872,21.03846154,33.88461538,2.36435339,25.84615385,27.61538462,28.84615385,3,-0.865989344,0.644500486,21.07692308,Sick
98.5_Thermal_Image.jpg,25.35704549,20.03846154,33,2.905892984,23.69230769,25.76923077,27.57692308,3.884615385,-0.408859847,-0.723886017,20.11538462,Sick
98.60_Thermal_Image.jpg,27.35796683,22.0295858,32,1.699916544,26.20118343,27.47337278,28.59763314,2.396449704,-0.59131795,0.493372938,28.36094675,Sick
98.61_Thermal_Image.jpg,27.28403298,22.0295858,32,1.709144433,26.11242604,27.47337278,28.53846154,2.426035503,-0.58747764,0.494584636,28.36094675,Sick
98.62_Thermal_Image.jpg,27.6521067,22.03550296,34,1.6278517,26.79289941,27.78698225,28.49704142,1.704142012,-0.671370496,2.478470136,28.10650888,Sick
98.63_Thermal_Image.jpg,28.02001959,22.03550296,34,1.812426868,26.86390533,28.31952663,29.17159763,2.307692308,-0.710218535,1.353592089,28.10650888,Sick
98.64_Thermal_Image.jpg,27.63304411,21.03846154,34,2.02691084,26.34615385,27.88461538,28.96153846,2.615384615,-0.785800329,1.34133618,27.84615385,Sick
98.65_Thermal_Image.jpg,27.40953222,21.03846154,34,1.912545501,26.19230769,27.69230769,28.53846154,2.346153846,-0.598457146,1.556937046,27.84615385,Sick
98.66_Thermal_Image.jpg,26.85549979,21.03550296,33,1.860763735,25.72189349,27.14201183,27.92307692,2.201183432,-0.503372472,1.165202918,27.31952663,Sick
98.67_Thermal_Image.jpg,27.54611712,22.03254438,33,1.746265978,26.39349112,27.76035503,28.60650888,2.213017751,-0.552867436,1.086718341,27.79289941,Sick
98.68_Thermal_Image.jpg,27.62726549,22.03254438,33,1.861472553,26.39349112,27.82544379,28.80177515,2.408284024,-0.538762273,0.75128404,27.79289941,Sick
98.69_Thermal_Image.jpg,27.48664944,22.03254438,32.90236686,1.779293251,26.32840237,27.76035503,28.5739645,2.24556213,-0.514254413,0.826850489,27.79289941,Sick
98.6_Thermal_Image.jpg,27.00779271,21.03846154,34,2.165991643,25.73076923,27.23076923,28.5,2.769230769,-0.62447076,0.741149733,26.11538462,Sick
98.70_Thermal_Image.jpg,27.09117099,22.0295858,32,1.60712723,25.99408284,27.26627219,28.06508876,2.071005917,-0.423925962,0.821864027,27.26627219,Sick
98.71_Thermal_Image.jpg,27.5636368,22.03254438,33,1.837636665,26.32840237,27.79289941,28.67159763,2.343195266,-0.421078223,0.688729586,27.79289941,Sick
98.72_Thermal_Image.jpg,27.55610711,22.03254438,33,1.821513558,26.39349112,27.79289941,28.67159763,2.278106509,-0.470460064,0.806336697,27.79289941,Sick
98.73_Thermal_Image.jpg,27.07850451,22.0295858,32,1.75284922,25.84615385,27.26627219,28.21301775,2.366863905,-0.396050383,0.374107803,27.26627219,Sick
98.74_Thermal_Image.jpg,25.08586651,20.03846154,33,3.100776701,22.88461538,24.30769231,27.88461538,5,0.079958715,-1.038296743,23.76923077,Sick
98.75_Thermal_Image.jpg,24.84543212,20.03550296,32,2.813776451,23.37278107,24.15384615,27.34911243,3.976331361,0.098007739,-0.868572823,23.58579882,Sick
98.76_Thermal_Image.jpg,24.7440298,20.03550296,32,2.950381235,22.94674556,24.29585799,27.34911243,4.402366864,0.027747399,-1.045535794,20.03550296,Sick
98.77_Thermal_Image.jpg,24.77301286,20.03550296,32,2.843531445,23.37278107,24.29585799,27.27810651,3.905325444,0.052980235,-0.894664196,23.58579882,Sick
